,age,workclass,fnlwgt
1224,38, Private,22245
1225,29, Private,236436
1226,36, Private,354078
1227,42, Self-emp-not-inc,166813
1228,50, Private,358740
1229,75, Self-emp-not-inc,208426
1230,46, Private,265266
1231,52, Federal-gov,31838
1232,27, Private,175034
1233,43, Private,413297
1234,31, Private,106347
1235,23, Private,174754
1236,34, Private,441454
1237,41, Self-emp-not-inc,209344
1238,31, Private,185732
1239,42, Private,65372
1240,35, Private,33975
1241,55, Private,326297
1242,36, State-gov,194630
1243,65, Self-emp-not-inc,167414
1244,38, Local-gov,165799
1245,62, Private,192866
1246,54, Self-emp-inc,166459
1247,49, Private,148995
1248,34, Private,190040
1249,32, Private,209432
1250,51, Self-emp-inc,229465
1251,48, Self-emp-not-inc,397466
1252,30, Private,283767
1253,52, Federal-gov,202452
1254,28, Self-emp-not-inc,218555
1255,29, Private,128604
1256,38, Private,65466
1257,57, Private,141326
1258,43, Federal-gov,369468
1259,37, State-gov,136137
1260,30, Private,236770
1261,53, Private,89534
1262,69, ?,195779
1263,73, Private,29778
1264,22, Self-emp-inc,153516
1265,31, Private,163594
1266,38, Private,189623
1267,50, Self-emp-not-inc,343748
1268,37, Private,387430
1269,44, Local-gov,409505
1270,47, Private,200734
1271,27, Private,115831
1272,28, Private,150296
1273,25, Private,323545
1274,20, Private,232577
1275,51, Local-gov,152754
1276,46, Private,129007
1277,67, Private,171584
1278,47, Private,386136
1279,42, Private,342865
1280,52, Private,186785
1281,42, Federal-gov,158926
1282,65, ?,36039
1283,21, Private,164019
1284,50, Private,88926
1285,46, Private,188861
1286,47, Self-emp-not-inc,370119
1287,57, Private,182062
1288,37, Private,37238
1289,50, Private,421132
1290,58, ?,178660
1291,63, Self-emp-not-inc,795830
1292,39, Private,278403
1293,46, Private,279661
1294,36, Private,113397
1295,26, Private,280093
1296,21, Private,236696
1297,41, Private,265266
1298,44, Local-gov,34935
1299,22, Private,58222
1300,29, Federal-gov,301010
1301,29, Private,419721
1302,58, Self-emp-inc,186791
1303,36, Self-emp-not-inc,180686
1304,30, Private,209103
1305,37, Private,32668
1306,29, Private,256956
1307,26, Private,202203
1308,43, Private,85995
1309,49, Private,125421
1310,45, Federal-gov,283037
1311,28, Private,192932
1312,20, ?,244689
1313,51, Private,179646
1314,32, Private,509350
1315,24, Private,96279
1316,35, Private,119098
1317,35, ?,327120
1318,41, State-gov,144928
1319,48, Private,55237
1320,61, Local-gov,101265
1321,20, Private,114874
1322,27, Private,190525
1323,55, Private,121912
1324,39, Private,83893
1325,17, ?,138507
1326,47, Private,256522
1327,52, Private,168381
1328,24, Private,293579
1329,29, Private,285290
1330,25, Private,188488
1331,20, Private,324469
1332,23, Private,275244
1333,57, Private,265099
1334,51, Private,146767
1335,33, Private,40681
1336,39, Private,174938
1337,40, Private,240124
1338,71, Private,269708
1339,38, State-gov,34180
1340,28, State-gov,225904
1341,57, Private,89392
1342,47, Private,46857
1343,59, State-gov,105363
1344,26, Private,195105
1345,35, Private,184117
1346,61, Self-emp-inc,134768
1347,17, ?,145886
1348,36, Private,153078
1349,62, ?,225652
1350,34, Private,467108
1351,32, Self-emp-inc,199765
1352,42, Private,173938
1353,39, Private,191161
1354,58, Private,132606
1355,61, Self-emp-not-inc,30073
1356,40, Private,155190
1357,31, Private,42900
1358,36, Private,191161
1359,23, Private,181820
1360,33, Private,105974
1361,52, Private,146378
1362,22, Private,103440
1363,51, Private,203435
1364,31, Federal-gov,168312
1365,49, Self-emp-inc,257764
1366,49, Private,171301
1367,53, Federal-gov,225339
1368,52, Private,152234
1369,20, Private,444554
1370,26, Private,403788
1371,61, ?,190997
1372,43, Private,221550
1373,46, Self-emp-inc,98929
1374,43, Local-gov,169203
1375,41, Private,102332
1376,44, Self-emp-not-inc,230684
1377,54, Private,449257
1378,65, Private,198766
1379,32, Private,97429
1380,25, Private,208999
1381,23, Private,37072
1382,25, Local-gov,163101
1383,19, Private,119075
1384,37, Self-emp-not-inc,137314
1385,45, Private,127303
1386,37, Private,349116
1387,40, Self-emp-not-inc,266324
1388,19, ?,194095
1389,17, Private,46496
1390,27, Private,29904
1391,40, Local-gov,289403
1392,59, Private,226922
1393,19, Federal-gov,234151
1394,43, Private,238287
1395,42, Private,230624
1396,54, Private,398212
1397,54, Self-emp-not-inc,114758
1398,51, Private,246519
1399,50, Private,137815
1400,40, Private,260696
1401,55, Private,325007
1402,50, Private,113176
1403,31, Private,66815
1404,42, ?,51795
1405,24, Private,241523
1406,30, Private,30226
1407,39, Local-gov,352628
1408,37, Private,143912
1409,33, Private,130021
1410,48, Private,329778
1411,43, Self-emp-inc,196945
1412,39, Private,24342
1413,53, Private,34368
1414,52, Self-emp-not-inc,173839
1415,28, State-gov,73211
1416,32, Private,86723
1417,31, Private,179186
1418,31, Private,127610
1419,47, Private,115070
1420,19, ?,172582
1421,40, Private,256202
1422,40, Private,202872
1423,41, Private,184102
1424,53, Federal-gov,130703
1425,46, Private,134727
1426,45, Self-emp-inc,36228
1427,39, Private,297847
1428,19, Private,213644
1429,57, Private,173796
1430,49, Private,147322
1431,59, Private,296253
1432,32, Private,180871
1433,18, ?,169882
1434,35, State-gov,211115
1435,58, Self-emp-inc,183870
1436,28, Private,441620
1437,36, Federal-gov,218542
1438,41, Self-emp-not-inc,141327
1439,47, Private,67716
1440,50, Self-emp-inc,175339
1441,61, ?,347089
1442,36, Private,336595
1443,38, Private,27997
1444,56, Self-emp-not-inc,145574
1445,50, Private,30447
1446,45, Self-emp-not-inc,256866
1447,44, Self-emp-not-inc,120837
1448,51, Private,185283
1449,44, Self-emp-inc,229466
1450,25, Private,298225
1451,60, Private,185749
1452,17, ?,333100
1453,49, Self-emp-inc,125892
1454,46, Private,563883
1455,56, Private,311249
1456,25, Private,221757
1457,22, Private,310152
1458,76, ?,211453
1459,41, Self-emp-inc,94113
1460,48, Self-emp-inc,192945
1461,46, Private,161508
1462,30, Private,177675
1463,39, Private,51100
1464,40, Private,100584
1465,70, Federal-gov,163003
1466,35, Private,67728
1467,49, Private,101320
1468,24, Private,42706
1469,40, Private,228535
1470,61, Private,120939
1471,25, Private,98283
1472,28, Local-gov,216481
1473,69, State-gov,208869
1474,22, Private,207940
1475,47, Private,34248
1476,38, Private,83727
1477,26, Private,183077
1478,17, Private,197850
1479,33, Self-emp-not-inc,235271
1480,43, Self-emp-not-inc,35236
1481,58, Private,255822
1482,53, Self-emp-inc,263925
1483,26, Private,256263
1484,43, Local-gov,293535
1485,31, Private,209448
1486,30, Private,57651
1487,25, Private,174592
1488,57, Federal-gov,278763
1489,37, Private,175232
1490,32, Private,402812
1491,26, Private,101150
1492,45, Private,103538
1493,53, State-gov,156877
1494,27, Private,23940
1495,28, Self-emp-inc,210295
1496,32, Private,80058
1497,35, Private,187119
1498,36, Self-emp-not-inc,105021
1499,19, Private,225775
1500,37, Self-emp-inc,395831
1501,49, Private,50282
1502,20, Private,32732
1503,64, Self-emp-inc,179436
1504,60, ?,290593
1505,32, Private,123253
1506,58, State-gov,48433
1507,42, Private,245317
1508,20, Private,431745
1509,42, State-gov,436006
1510,25, Private,224943
1511,30, Self-emp-not-inc,167990
1512,37, Self-emp-inc,217054
1513,66, Self-emp-not-inc,298834
1514,59, Self-emp-inc,125000
1515,44, Private,123983
1516,46, Private,155489
1517,59, Private,284834
1518,25, Private,212495
1519,17, Local-gov,32124
1520,47, Local-gov,246891
1521,47, State-gov,141483
1522,30, Private,31985
1523,20, Private,170800
1524,26, Local-gov,166295
1525,20, Private,231286
1526,33, Private,159322
1527,48, Private,176026
1528,52, Private,118025
1529,37, Private,26898
1530,47, Private,232628
1531,40, Private,85995
1532,48, Private,125421
1533,49, Private,245305
1534,50, Private,73493
1535,30, Private,197058
1536,34, Private,122116
1537,43, Private,75742
1538,22, Private,214731
1539,35, Private,265954
1540,26, State-gov,197156
1541,62, Private,162245
1542,39, Local-gov,203070
1543,59, Local-gov,165695
1544,69, ?,473040
1545,27, Private,168107
1546,17, Private,163494
1547,38, Private,180342
1548,41, Private,122381
1549,27, Private,148069
1550,23, Private,200973
1551,17, Private,130806
1552,56, Private,117148
1553,24, Private,213977
1554,62, Private,134768
1555,44, Private,139338
1556,23, Private,315877
1557,41, Self-emp-not-inc,195124
1558,25, Private,352057
1559,21, Private,236684
1560,18, Private,208447
1561,45, Private,149640
1562,75, ?,111177
1563,51, Private,154342
1564,42, Federal-gov,141459
1565,47, Private,111797
1566,29, Private,111900
1567,33, Private,78707
1568,43, Local-gov,160574
1569,20, ?,174714
1570,19, ?,62534
1571,44, Private,216907
1572,24, Private,198148
1573,19, Private,124265
1574,49, ?,261059
1575,52, Private,208137
1576,38, Self-emp-not-inc,257250
1577,24, State-gov,147253
1578,32, Local-gov,244268
1579,72, ?,213255
1580,26, Private,266912
1581,31, Private,169104
1582,29, Private,200511
1583,39, Private,128715
1584,48, Self-emp-not-inc,65535
1585,40, Private,103395
1586,51, Private,71046
1587,28, Self-emp-not-inc,125442
1588,22, Private,169188
1589,23, Private,121471
1590,65, Private,207281
1591,26, Local-gov,46097
1592,20, ?,206671
1593,55, Private,98361
1594,38, Self-emp-not-inc,322143
1595,33, Private,149184
1596,33, Local-gov,119829
1597,37, Private,910398
1598,19, Private,176570
1599,24, Private,216129
1600,30, Private,27207
1601,57, State-gov,68830
1602,22, State-gov,178818
1603,57, Private,236944
1604,46, State-gov,273771
1605,67, Private,318533
1606,35, ?,451940
1607,47, Private,102318
1608,39, Private,379350
1609,50, Private,21095
1610,58, Self-emp-not-inc,211547
1611,36, Private,85272
1612,45, Private,46406
1613,54, Private,53833
1614,26, Private,161007
1615,60, Private,53707
1616,46, Private,370119
1617,26, Private,310907
1618,32, Private,375833
1619,38, Local-gov,107513
1620,48, Self-emp-not-inc,58683
1621,44, Self-emp-not-inc,179557
1622,37, Private,70240
1623,44, Private,147206
1624,31, Private,175548
1625,61, Self-emp-not-inc,163174
1626,51, Private,126010
1627,52, Private,147876
1628,45, Private,428350
1629,36, ?,200904
1630,39, Private,328466
1631,67, Local-gov,258973
1632,40, State-gov,345969
1633,27, Private,127796
1634,37, Private,405723
1635,57, Private,175942
1636,27, Private,284196
1637,28, Private,89718
1638,34, Self-emp-inc,175761
1639,54, Private,206369
1640,52, Private,158993
1641,42, Private,285066
1642,48, Private,126754
1643,65, State-gov,209280
1644,55, Self-emp-not-inc,52888
1645,71, Self-emp-inc,133821
1646,33, Private,240763
1647,30, Private,39054
1648,35, Private,119272
1649,59, Private,143372
1650,19, Private,323421
1651,36, Self-emp-not-inc,136028
1652,26, Self-emp-not-inc,163189
1653,34, Local-gov,202729
1654,41, Private,421871
1655,44, Private,120277
1656,26, ?,211798
1657,47, Private,198901
1658,18, Private,214617
1659,55, Self-emp-not-inc,179715
1660,49, Local-gov,107231
1661,44, Private,110355
1662,43, Private,184378
1663,62, Private,273454
1664,44, Private,443040
1665,39, ?,71701
1666,50, Self-emp-inc,160151
1667,35, Private,107991
1668,52, Private,94391
1669,46, Private,99835
1670,44, Private,43711
1671,43, Private,83756
1672,51, Private,120914
1673,20, Private,180052
1674,47, Private,170846
1675,43, Private,37937
1676,64, ?,168340
1677,24, Private,38455
1678,27, Federal-gov,128059
1679,32, Private,420895
1680,37, Private,166744
1681,26, Private,238768
1682,43, Private,176270
1683,50, Private,140592
1684,20, Self-emp-not-inc,211466
1685,37, Private,188540
1686,43, Private,39581
1687,37, Private,171150
1688,53, Private,117496
1689,44, Private,145160
1690,25, Private,28520
1691,17, Private,103851
1692,19, Private,375077
1693,53, State-gov,281590
1694,44, Private,151504
1695,51, Private,415287
1696,49, Private,32212
1697,35, Private,123606
1698,44, Private,202565
1699,54, Private,177927
1700,37, Private,256723
1701,18, Private,46247
1702,24, Private,266926
1703,29, Private,112031
1704,22, ?,376277
1705,35, Private,168817
1706,56, Private,187487
1707,32, ?,158784
1708,24, Private,67222
1709,43, Private,201723
1710,73, Private,267408
1711,47, Federal-gov,168191
1712,49, Private,105444
1713,38, Private,156728
1714,31, Private,148600
1715,39, Private,19914
1716,42, Private,190767
1717,41, Private,233955
1718,35, Private,30381
1719,38, Private,187069
1720,31, Private,367314
1721,51, Local-gov,101119
1722,38, Private,86551
1723,40, Local-gov,218995
1724,21, Private,57711
1725,44, Private,303521
1726,55, Private,199067
1727,29, Private,247445
1728,49, Private,186078
1729,31, Private,77634
1730,24, Private,180060
1731,46, Private,56482
1732,26, Private,314177
1733,35, Private,239755
1734,27, Private,377680
1735,64, Self-emp-not-inc,134960
1736,26, Private,294493
1737,21, Private,32616
1738,45, Private,182655
1739,57, Local-gov,52267
1740,30, Private,117963
1741,45, Private,98881
1742,50, Private,196963
1743,38, Private,166988
1744,43, Self-emp-not-inc,193459
1745,42, Private,182342
1746,32, Private,496743
1747,20, Private,154781
1748,27, Private,219371
1749,45, Private,99179
1750,40, Private,224910
1751,38, Private,304651
1752,37, Private,349689
1753,60, Private,106850
1754,53, Self-emp-not-inc,196328
1755,25, Private,169323
1756,47, Self-emp-not-inc,162924
1757,40, Self-emp-not-inc,34037
1758,51, ?,167651
1759,19, Private,197384
1760,42, Private,251795
1761,65, ?,266081
1762,41, Private,165309
1763,28, Private,215873
1764,46, Private,133938
1765,49, Private,159816
1766,24, Private,228424
1767,32, Private,195576
1768,71, Private,105200
1769,26, Private,167350
1770,29, Private,52199
1771,50, Private,171338
1772,51, Private,120173
1773,17, ?,158762
1774,49, Private,169818
1775,31, Private,288419
1776,23, Private,207546
1777,59, Local-gov,147707
1778,17, ?,228373
1779,43, Private,193882
1780,38, Private,31033
1781,37, Private,272950
1782,29, Private,183523
1783,39, Private,238415
1784,31, Private,19302
1785,42, Local-gov,339671
1786,35, Local-gov,103260
1787,39, Private,79331
1788,40, Private,135056
1789,66, Private,142723
1790,30, Federal-gov,188569
1791,43, Private,57322
1792,47, Private,178309
1793,45, Private,166107
1794,31, Private,53042
1795,33, Private,155343
1796,32, Private,35595
1797,28, Private,429507
